true ambi dex shape ambi_rel dex_rel
2785920.000000002 2785920.000000002 2785920.000000002 path3 0.0 0.0
190746.00000000012 2474072.044748463 2785920.000000002 K3 1.1129569026535144 1.1645132017025301
55021763.99999995 55021763.99999995 55021763.99999968 claw 0.0 -2.121520426417237e-15
33597959.99999996 45297628.98787524 55021763.999999814 path4 0.12976256163758754 0.2142216010655818
2931807.9999999995 38571931.2152464 55021763.99999995 pan3 1.1191358580562307 1.2733989842127427
564145.9999999999 33597959.99999996 55021763.99999968 fan2 1.7749213955266856 1.9891429965922665
6457763.999999996 33597960.000000045 55021763.999999814 cycle4 0.71623073909903 0.9304523401646108
132960.00000000015 33597960.000000045 55021763.99999968 K4 2.402591902270064 2.616813503335644
1912615943.999999 1912615944.0000038 1912615944.0000038 K14 1.0607602132086145e-15 1.0607602132086145e-15
712588644.0 1441186245.6610558 1912615943.999999 chair 0.305881211627924 0.42878887479343836
456228799.9999997 1091692821.067494 1912615943.999999 path5 0.3789177572351117 0.6224450746571534
74814408.0 1099731057.442944 1912615944.0000038 cricket 1.1673012463622368 1.4076425280813045
38569536.00000002 843992224.635645 1912615943.999999 pan4c 1.3400940314225798 1.6953833575931798
5569316.000000002 667854099.8510778 1912615944.0000038 butterfly 2.078879736157625 2.5358259116079074
107466761.99999991 805419356.2283087 1912615944.0000038 pan4 0.8747478988978434 1.2503536081580724
21804209.999999996 625927879.2097837 1912615943.999999 cycle5 1.457983939586675 1.9430874156937978
63621996.00000007 712588644.0 1912615943.999999 K23 1.0492316070211527 1.4780204818145912
51397080.00000006 1032048103.1734899 1912615943.9999943 bull 1.3027614936688507 1.5706893255203136
10865357.999999998 805419356.2283087 1912615944.0000038 dart 1.8699780222182754 2.2455837314785043
8733000.000000006 625927879.209779 1912615943.999999 house 1.8553608355669249 2.340464311674051
2654573.9999999995 712588644.0 1912615943.999999 K3u2K1c 2.4288440606210124 2.857632935414451
4392720.000000002 625927879.2097837 1912615944.0000086 P2uP3c 2.1537907743017453 2.6388942504088706
1236569.9999999988 625927879.2097852 1912615943.9999943 wheel4 2.7043055897039827 3.1894090658111036
8874023.999999996 791738365.8225142 1912615943.999999 kite 1.9504610914211618 2.3335071728910837
2338032.000000002 791738365.8225375 1912615944.0000086 clawuK1c 2.5297312394271634 2.912777320897075
1992999.999999999 625927879.2097837 1912615944.000013 fan3 2.497016997024914 2.9821204731320403
646995.9999999997 625927879.2097852 1912615943.9999943 P3u2K1c 2.9856227000386153 3.470726176145736
295235.9999999997 625927879.2097852 1912615943.999999 K5_e 3.3263549830618766 3.8114584591689984
88679.99999999994 625927879.2097867 1912615943.9999943 K5 3.8486986112829533 4.333802087390073
