true ambi dex shape ambi_rel dex_rel
12434672.000000006 12434672.000000006 12434672.000000006 path3 0.0 0.0
119363.99999999996 1899898.2220275057 5909500.049440213 K3 1.2018569723341317 1.694677376629023
18948787770.00003 18948787770.000126 18948787770.00003 claw 2.2179531730725548e-15 0.0
258949137.99999994 846771491.4646586 1068401086.0656193 path4 0.5145517583979177 0.6155198511646071
48930598.000000045 518834886.62973845 1068401086.065622 pan3 1.0254486470234598 1.3391537973491896
4695120.0 206378513.56311908 1068401086.0656193 fan2 1.6430177834932247 2.3570876241857714
33839470.00000001 206378513.56311807 1068401086.065622 cycle4 0.785240927711712 1.4993107684042621
731496.0000000007 206378513.56311908 1068401086.0656193 K4 2.450452524493148 3.164522365185695
38055742070695.984 38055742070695.984 38055742070695.984 K14 0.0 0.0
206497339700.00027 560136590714.9247 564994129314.6874 chair 0.4333794826976372 0.4371294741949411
39485444659.99992 141965394199.21484 214491209342.193 path5 0.5557454595681007 0.7349724647362437
63874041774.00008 529235324008.7888 564994129314.6902 cricket 0.9183244256398517 0.946719537228627
1207713478.000001 50105047032.24686 193160313250.91846 pan4c 1.6179175611035634 2.203953988006318
244956480.00000012 26245481246.61123 193160313250.9194 butterfly 2.02996560792648 2.8968289683996593
23744021849.999996 110346076811.88849 214491209342.193 pan4 0.667202613837102 0.9558552146108548
506821310.0000002 24736064243.11712 193160313250.91846 cycle5 1.6884757330600046 2.5810630339256893
19909209140.000042 94142570430.74548 214491209342.193 K23 0.6747320431848356 1.0323554891126185
17688610289.99998 141965394199.21484 214491209342.193 bull 0.9044887788957003 1.0837157840638434
4231830915.999998 110346076811.88849 214491209342.193 dart 1.4162285900726992 1.7048811908464518
242683969.99999976 24736064243.11712 193160313250.9213 house 2.008289509331404 2.9008768101970954
914310623.999999 94142570430.7464 214491209342.193 K3u2K1c 2.012692285772107 2.3703157316998857
105322370.00000009 24736064243.11712 193160313250.9194 P2uP3c 2.37080997697795 3.2633972778436373
28858396.0 24736064243.11712 193160313250.91846 wheel4 2.933058411581682 3.825645712447367
586434944.0000001 50105047032.247345 193160313250.9194 kite 1.9316616333436765 2.517698060246429
307353426.00000024 50105047032.247345 193160313250.91846 clawuK1c 2.2122434156604145 2.7982798425631645
92467090.0 24736064243.11712 193160313250.9194 fan3 2.427343409853429 3.319930710719116
38612520.000000045 24736064243.11712 193160313250.91846 P3u2K1c 2.806602453905288 3.699189754770973
12647759.999999996 24736064243.11712 193160313250.91846 K5_e 3.291316984200983 4.183904285066668
5523000.000000004 24736064243.11712 193160313250.9194 K5 3.651155556941261 4.543742857806948
