true ambi dex shape ambi_rel dex_rel
12099370.000000013 12099370.000000043 12099370.000000043 path3 1.0607602132086145e-15 1.0607602132086145e-15
497214.0000000005 11868177.322938258 12099370.000000043 K3 1.3778406779816568 1.3862194091772218
40640978.00000003 40640977.99999983 40640978.00000003 claw -2.1697367997449015e-15 0.0
38423267.999999985 39837282.19535517 40640977.999999925 path4 0.015695402060776884 0.024369850445203213
1744343.9999999993 39102166.26219147 40640978.00000003 pan3 1.3505686822612155 1.3673320146900663
527190.0000000002 38423267.9999998 40640977.999999724 fan2 1.862627136232414 1.8869969866776173
21821436.00000001 38423268.00000017 40640977.999999925 cycle4 0.2457109732392769 0.27008082368447794
768.0 38423268.00000017 40640977.999999724 K4 4.699233079953005 4.7236029303982034
142281021.99999994 142281021.99999994 142281022.0000003 K14 0.0 1.0607602132086145e-15
130267812.00000003 139007810.27250737 142281022.0000003 chair 0.028202083422507823 0.03830985732484
6309688.000000002 135725121.99607992 142281021.99999958 cricket 1.332652355810586 1.353139091166751
1861128.0000000005 132155432.4985671 142281021.99999994 dart 1.851308777353281 1.8833707330721963
6159696.000000005 135248879.90012798 142281021.99999958 bull 1.341574398146415 1.363587697127368
587165.9999999994 130267811.99999939 142281022.0000003 K3u2K1c 2.3460762190222715 2.3843860763471136
125286242.00000015 135811072.10333142 142281021.99999994 path5 0.035031794949468335 0.05524359341430182
72188067.99999997 132155432.49856646 142281021.99999958 pan4 0.26261960156856606 0.2946815572874821
5943241.999999996 132629389.26131505 142281021.99999994 pan4c 1.3486163553229413 1.379123561602764
53300703.999999985 130267811.9999997 142281021.99999958 K23 0.38810417346236614 0.426414030787205
3126362.000000003 128965222.39539066 142281022.0000003 house 1.6154333480488916 1.6581077126976906
1208356.0000000002 129613596.83312671 142281022.0000003 butterfly 2.030455659768214 2.070952073171834
1806199.999999998 128965222.39539035 142281022.0000003 P2uP3c 1.8537067734577815 1.8963811381065814
557965.9999999998 128965222.39539066 142281021.99999994 wheel4 2.3638648756558713 2.406539240304669
1850362.0000000007 132012452.31536223 142281021.99999994 kite 1.8533581978012883 1.885890275092284
2813.999999999998 132012452.31536385 142281021.99999994 clawuK1c 4.67129080565851 4.7038228829495
560200.0000000006 128965222.39539066 142281021.99999994 fan3 2.362129506911879 2.404803871560677
1543.9999999999993 128965222.39539097 142281021.99999958 P3u2K1c 4.921825315399713 4.964499680048508
768.0 128965222.39539066 142281021.99999994 K5_e 5.225111391367917 5.267785756016715
7543659.999999999 128965222.39539066 142281022.0000003 cycle5 1.23289050529839 1.2755648699471889
