true ambi dex shape ambi_rel dex_rel
3002409.999999999 3002409.999999999 3002409.999999999 path3 0.0 0.0
270203.9999999998 2528025.368265295 3002410.0000000135 K3 0.9710896538283667 1.045778224025344
100598066.00000007 100598066.00000007 100598066.00000007 claw 0.0 0.0
54009433.99999998 79373286.11028561 100598066.00000007 path4 0.16720473472652192 0.2701200054287426
6780745.9999999935 64720444.00415644 100598066.00000007 pan3 0.9797640115791878 1.171312155036914
1455612.0000000014 54009433.99999998 100598066.00000007 fan2 1.5694239988174186 1.839544004246161
8326859.999999994 54009433.99999998 100598066.00000007 cycle4 0.8119883631502619 1.0821083685790043
559008.0 54009433.99999985 100598066.00000007 K4 1.9850516029029976 2.2551716083317412
6115459557.999997 6115459557.999997 6115459557.999997 K14 0.0 0.0
1921413035.999999 4405759613.362122 6115459557.999997 chair 0.3604000646411572 0.5028083656091236
1134027893.9999995 3196173046.2536983 6115459557.999997 path5 0.4500065475709999 0.7318053613442195
281097089.9999997 3229043066.7690735 6115459557.999997 cricket 1.0602174876925907 1.3375727488087188
142313739.99999985 2375026081.4559636 6115459557.999997 pan4c 1.222421551165773 1.6331822664491087
26928471.999999985 1803017898.3605661 6115459557.999997 butterfly 1.8257883269616653 2.356217387519098
231163001.9999999 2271939426.667204 6115459557.999997 pan4 0.9924784224478232 1.4225107726954336
65981730.000000045 1691918125.3064895 6115459557.999997 cycle5 1.4089556446987777 1.9670054002045179
125367819.99999985 1921413035.999999 6115459557.999997 K23 1.1854346588306885 1.6882430244398121
199768381.99999982 3039977666.9044166 6115459557.999997 bull 1.1823436409799049 1.4859023463843433
47837322.0 2271939426.6671987 6115459557.999997 dart 1.6766298889971432 2.1066622392447543
29856584.00000001 1691918125.3064895 6115459557.999997 house 1.7533392259636562 2.311388981469396
13704707.999999994 1921413035.9999943 6115459558.000027 K3u2K1c 2.146750946227246 2.6495593118363727
15606418.0 1691918125.3064852 6115459557.999997 P2uP3c 2.0350761081743927 2.5931258636801338
6321675.999999997 1691918125.3064852 6115459557.999967 wheel4 2.427547109476354 2.9855968649820928
40603840.00000003 2236284901.5022697 6115459557.999997 kite 1.7409600238610623 2.177861990731698
17486718.000000022 2236284901.5023413 6115459557.999997 clawuK1c 2.1068188251895785 2.5437207920602005
11054086.000000011 1691918125.3064895 6115459557.999997 fan3 2.184856503950128 2.742906259455868
5473039.999999995 1691918125.3064852 6115459557.999997 P3u2K1c 2.4901507207709836 3.0482004762767247
3018168.000000003 1691918125.3064935 6115459557.999997 K5_e 2.748635932784019 3.3066856882897584
1624440.000000002 1691918125.3064935 6115459557.999997 K5 3.017675668028402 3.575725423534141
